from_stop_I;to_stop_I;dep_time_ut;arr_time_ut;route_type;trip_I;seq;route_I
6;50;1481529300;1481529360;3;2;1;7
50;7;1481529360;1481529420;3;2;2;7
7;74;1481529420;1481529420;3;2;3;7
74;76;1481529420;1481529480;3;2;4;7
76;78;1481529480;1481529540;3;2;5;7
78;82;1481529540;1481529600;3;2;6;7
82;84;1481529600;1481529600;3;2;7;7
84;86;1481529600;1481529660;3;2;8;7
86;211;1481529660;1481529720;3;2;9;7
211;213;1481529720;1481529720;3;2;10;7
213;185;1481529720;1481529840;3;2;11;7
185;215;1481529840;1481529900;3;2;12;7
215;400;1481529900;1481529900;3;2;13;7
400;217;1481529900;1481529960;3;2;14;7
217;219;1481529960;1481530020;3;2;15;7
219;221;1481530020;1481530020;3;2;16;7
221;223;1481530020;1481530080;3;2;17;7
223;225;1481530080;1481530140;3;2;18;7
225;227;1481530140;1481530260;3;2;19;7
227;230;1481530260;1481530260;3;2;20;7
230;231;1481530260;1481530320;3;2;21;7
231;233;1481530320;1481530440;3;2;22;7
6;50;1481615700;1481615760;3;2;1;7
50;7;1481615760;1481615820;3;2;2;7
7;74;1481615820;1481615820;3;2;3;7
74;76;1481615820;1481615880;3;2;4;7
76;78;1481615880;1481615940;3;2;5;7
78;82;1481615940;1481616000;3;2;6;7
82;84;1481616000;1481616000;3;2;7;7
84;86;1481616000;1481616060;3;2;8;7
86;211;1481616060;1481616120;3;2;9;7
211;213;1481616120;1481616120;3;2;10;7
213;185;1481616120;1481616240;3;2;11;7
185;215;1481616240;1481616300;3;2;12;7
215;400;1481616300;1481616300;3;2;13;7
400;217;1481616300;1481616360;3;2;14;7
217;219;1481616360;1481616420;3;2;15;7
219;221;1481616420;1481616420;3;2;16;7
221;223;1481616420;1481616480;3;2;17;7
223;225;1481616480;1481616540;3;2;18;7
225;227;1481616540;1481616660;3;2;19;7
227;230;1481616660;1481616660;3;2;20;7
230;231;1481616660;1481616720;3;2;21;7
231;233;1481616720;1481616840;3;2;22;7
6;50;1481702100;1481702160;3;2;1;7
50;7;1481702160;1481702220;3;2;2;7
7;74;1481702220;1481702220;3;2;3;7
74;76;1481702220;1481702280;3;2;4;7
76;78;1481702280;1481702340;3;2;5;7
78;82;1481702340;1481702400;3;2;6;7
82;84;1481702400;1481702400;3;2;7;7
84;86;1481702400;1481702460;3;2;8;7
86;211;1481702460;1481702520;3;2;9;7
211;213;1481702520;1481702520;3;2;10;7
213;185;1481702520;1481702640;3;2;11;7
185;215;1481702640;1481702700;3;2;12;7
215;400;1481702700;1481702700;3;2;13;7
400;217;1481702700;1481702760;3;2;14;7
217;219;1481702760;1481702820;3;2;15;7
219;221;1481702820;1481702820;3;2;16;7
221;223;1481702820;1481702880;3;2;17;7
223;225;1481702880;1481702940;3;2;18;7
225;227;1481702940;1481703060;3;2;19;7
227;230;1481703060;1481703060;3;2;20;7
230;231;1481703060;1481703120;3;2;21;7
231;233;1481703120;1481703240;3;2;22;7
6;50;1481788500;1481788560;3;2;1;7
50;7;1481788560;1481788620;3;2;2;7
7;74;1481788620;1481788620;3;2;3;7
74;76;1481788620;1481788680;3;2;4;7
76;78;1481788680;1481788740;3;2;5;7
78;82;1481788740;1481788800;3;2;6;7
82;84;1481788800;1481788800;3;2;7;7
84;86;1481788800;1481788860;3;2;8;7
86;211;1481788860;1481788920;3;2;9;7
211;213;1481788920;1481788920;3;2;10;7
213;185;1481788920;1481789040;3;2;11;7
185;215;1481789040;1481789100;3;2;12;7
215;400;1481789100;1481789100;3;2;13;7
400;217;1481789100;1481789160;3;2;14;7
217;219;1481789160;1481789220;3;2;15;7
219;221;1481789220;1481789220;3;2;16;7
221;223;1481789220;1481789280;3;2;17;7
223;225;1481789280;1481789340;3;2;18;7
225;227;1481789340;1481789460;3;2;19;7
227;230;1481789460;1481789460;3;2;20;7
230;231;1481789460;1481789520;3;2;21;7
231;233;1481789520;1481789640;3;2;22;7
6;50;1481874900;1481874960;3;2;1;7
50;7;1481874960;1481875020;3;2;2;7
7;74;1481875020;1481875020;3;2;3;7
74;76;1481875020;1481875080;3;2;4;7
76;78;1481875080;1481875140;3;2;5;7
78;82;1481875140;1481875200;3;2;6;7
82;84;1481875200;1481875200;3;2;7;7
84;86;1481875200;1481875260;3;2;8;7
86;211;1481875260;1481875320;3;2;9;7
211;213;1481875320;1481875320;3;2;10;7
213;185;1481875320;1481875440;3;2;11;7
185;215;1481875440;1481875500;3;2;12;7
215;400;1481875500;1481875500;3;2;13;7
400;217;1481875500;1481875560;3;2;14;7
217;219;1481875560;1481875620;3;2;15;7
219;221;1481875620;1481875620;3;2;16;7
221;223;1481875620;1481875680;3;2;17;7
223;225;1481875680;1481875740;3;2;18;7
225;227;1481875740;1481875860;3;2;19;7
227;230;1481875860;1481875860;3;2;20;7
230;231;1481875860;1481875920;3;2;21;7
231;233;1481875920;1481876040;3;2;22;7
412;411;1481536200;1481536200;3;3;1;37
411;89;1481536200;1481536260;3;3;2;37
89;91;1481536260;1481536260;3;3;3;37
91;402;1481536260;1481536320;3;3;4;37
402;1320;1481536320;1481536320;3;3;5;37
1320;94;1481536320;1481536380;3;3;6;37
94;240;1481536380;1481536440;3;3;7;37
240;414;1481536440;1481536440;3;3;8;37
414;177;1481536440;1481536500;3;3;9;37
177;175;1481536500;1481536560;3;3;10;37
175;453;1481536560;1481536620;3;3;11;37
453;73;1481536620;1481536680;3;3;12;37
73;3;1481536680;1481537100;3;3;13;37
3;191;1481537100;1481537160;3;3;14;37
191;193;1481537160;1481537160;3;3;15;37
193;15;1481537160;1481537220;3;3;16;37
15;197;1481537220;1481537280;3;3;17;37
197;435;1481537280;1481537340;3;3;18;37
435;447;1481537340;1481537400;3;3;19;37
447;443;1481537400;1481537460;3;3;20;37
443;441;1481537460;1481537460;3;3;21;37
441;437;1481537460;1481537520;3;3;22;37
437;445;1481537520;1481537880;3;3;23;37
445;439;1481537880;1481537940;3;3;24;37
439;374;1481537940;1481537940;3;3;25;37
374;366;1481537940;1481538000;3;3;26;37
366;364;1481538000;1481538000;3;3;27;37
364;391;1481538000;1481538060;3;3;28;37
391;380;1481538060;1481538060;3;3;29;37
380;80;1481538060;1481538120;3;3;30;37
80;238;1481538120;1481538120;3;3;31;37
238;236;1481538120;1481538180;3;3;32;37
236;354;1481538180;1481538240;3;3;33;37
354;356;1481538240;1481538360;3;3;34;37
412;411;1481622600;1481622600;3;3;1;37
411;89;1481622600;1481622660;3;3;2;37
89;91;1481622660;1481622660;3;3;3;37
91;402;1481622660;1481622720;3;3;4;37
402;1320;1481622720;1481622720;3;3;5;37
1320;94;1481622720;1481622780;3;3;6;37
94;240;1481622780;1481622840;3;3;7;37
240;414;1481622840;1481622840;3;3;8;37
414;177;1481622840;1481622900;3;3;9;37
177;175;1481622900;1481622960;3;3;10;37
175;453;1481622960;1481623020;3;3;11;37
453;73;1481623020;1481623080;3;3;12;37
73;3;1481623080;1481623500;3;3;13;37
3;191;1481623500;1481623560;3;3;14;37
191;193;1481623560;1481623560;3;3;15;37
193;15;1481623560;1481623620;3;3;16;37
15;197;1481623620;1481623680;3;3;17;37
197;435;1481623680;1481623740;3;3;18;37
435;447;1481623740;1481623800;3;3;19;37
447;443;1481623800;1481623860;3;3;20;37
443;441;1481623860;1481623860;3;3;21;37
441;437;1481623860;1481623920;3;3;22;37
437;445;1481623920;1481624280;3;3;23;37
445;439;1481624280;1481624340;3;3;24;37
439;374;1481624340;1481624340;3;3;25;37
374;366;1481624340;1481624400;3;3;26;37
366;364;1481624400;1481624400;3;3;27;37
364;391;1481624400;1481624460;3;3;28;37
391;380;1481624460;1481624460;3;3;29;37
380;80;1481624460;1481624520;3;3;30;37
80;238;1481624520;1481624520;3;3;31;37
238;236;1481624520;1481624580;3;3;32;37
236;354;1481624580;1481624640;3;3;33;37
354;356;1481624640;1481624760;3;3;34;37
412;411;1481709000;1481709000;3;3;1;37
411;89;1481709000;1481709060;3;3;2;37
89;91;1481709060;1481709060;3;3;3;37
91;402;1481709060;1481709120;3;3;4;37
402;1320;1481709120;1481709120;3;3;5;37
1320;94;1481709120;1481709180;3;3;6;37
94;240;1481709180;1481709240;3;3;7;37
240;414;1481709240;1481709240;3;3;8;37
414;177;1481709240;1481709300;3;3;9;37
177;175;1481709300;1481709360;3;3;10;37
175;453;1481709360;1481709420;3;3;11;37
453;73;1481709420;1481709480;3;3;12;37
73;3;1481709480;1481709900;3;3;13;37
3;191;1481709900;1481709960;3;3;14;37
191;193;1481709960;1481709960;3;3;15;37
193;15;1481709960;1481710020;3;3;16;37
15;197;1481710020;1481710080;3;3;17;37
197;435;1481710080;1481710140;3;3;18;37
435;447;1481710140;1481710200;3;3;19;37
447;443;1481710200;1481710260;3;3;20;37
443;441;1481710260;1481710260;3;3;21;37
441;437;1481710260;1481710320;3;3;22;37
437;445;1481710320;1481710680;3;3;23;37
445;439;1481710680;1481710740;3;3;24;37
439;374;1481710740;1481710740;3;3;25;37
374;366;1481710740;1481710800;3;3;26;37
366;364;1481710800;1481710800;3;3;27;37
364;391;1481710800;1481710860;3;3;28;37
391;380;1481710860;1481710860;3;3;29;37
380;80;1481710860;1481710920;3;3;30;37
80;238;1481710920;1481710920;3;3;31;37
238;236;1481710920;1481710980;3;3;32;37
236;354;1481710980;1481711040;3;3;33;37
354;356;1481711040;1481711160;3;3;34;37
412;411;1481795400;1481795400;3;3;1;37
411;89;1481795400;1481795460;3;3;2;37
89;91;1481795460;1481795460;3;3;3;37
91;402;1481795460;1481795520;3;3;4;37
402;1320;1481795520;1481795520;3;3;5;37
1320;94;1481795520;1481795580;3;3;6;37
94;240;1481795580;1481795640;3;3;7;37
240;414;1481795640;1481795640;3;3;8;37
414;177;1481795640;1481795700;3;3;9;37
177;175;1481795700;1481795760;3;3;10;37
175;453;1481795760;1481795820;3;3;11;37
453;73;1481795820;1481795880;3;3;12;37
73;3;1481795880;1481796300;3;3;13;37
3;191;1481796300;1481796360;3;3;14;37
191;193;1481796360;1481796360;3;3;15;37
193;15;1481796360;1481796420;3;3;16;37
15;197;1481796420;1481796480;3;3;17;37
197;435;1481796480;1481796540;3;3;18;37
435;447;1481796540;1481796600;3;3;19;37
447;443;1481796600;1481796660;3;3;20;37
443;441;1481796660;1481796660;3;3;21;37
441;437;1481796660;1481796720;3;3;22;37
437;445;1481796720;1481797080;3;3;23;37
445;439;1481797080;1481797140;3;3;24;37
439;374;1481797140;1481797140;3;3;25;37
374;366;1481797140;1481797200;3;3;26;37
366;364;1481797200;1481797200;3;3;27;37
364;391;1481797200;1481797260;3;3;28;37
391;380;1481797260;1481797260;3;3;29;37
380;80;1481797260;1481797320;3;3;30;37
80;238;1481797320;1481797320;3;3;31;37
238;236;1481797320;1481797380;3;3;32;37
236;354;1481797380;1481797440;3;3;33;37
354;356;1481797440;1481797560;3;3;34;37
412;411;1481881800;1481881800;3;3;1;37
411;89;1481881800;1481881860;3;3;2;37
89;91;1481881860;1481881860;3;3;3;37
91;402;1481881860;1481881920;3;3;4;37
402;1320;1481881920;1481881920;3;3;5;37
1320;94;1481881920;1481881980;3;3;6;37
94;240;1481881980;1481882040;3;3;7;37
240;414;1481882040;1481882040;3;3;8;37
414;177;1481882040;1481882100;3;3;9;37
177;175;1481882100;1481882160;3;3;10;37
175;453;1481882160;1481882220;3;3;11;37
453;73;1481882220;1481882280;3;3;12;37
73;3;1481882280;1481882700;3;3;13;37
3;191;1481882700;1481882760;3;3;14;37
191;193;1481882760;1481882760;3;3;15;37
193;15;1481882760;1481882820;3;3;16;37
15;197;1481882820;1481882880;3;3;17;37
197;435;1481882880;1481882940;3;3;18;37
435;447;1481882940;1481883000;3;3;19;37
447;443;1481883000;1481883060;3;3;20;37
443;441;1481883060;1481883060;3;3;21;37
441;437;1481883060;1481883120;3;3;22;37
437;445;1481883120;1481883480;3;3;23;37
445;439;1481883480;1481883540;3;3;24;37
439;374;1481883540;1481883540;3;3;25;37
374;366;1481883540;1481883600;3;3;26;37
366;364;1481883600;1481883600;3;3;27;37
364;391;1481883600;1481883660;3;3;28;37
391;380;1481883660;1481883660;3;3;29;37
380;80;1481883660;1481883720;3;3;30;37
80;238;1481883720;1481883720;3;3;31;37
238;236;1481883720;1481883780;3;3;32;37
236;354;1481883780;1481883840;3;3;33;37
354;356;1481883840;1481883960;3;3;34;37
343;353;1482051900;1482051900;3;4;1;5
353;379;1482051900;1482051960;3;4;2;5
379;360;1482051960;1482052020;3;4;3;5
360;295;1482052020;1482052020;3;4;4;5
295;293;1482052020;1482052080;3;4;5;5
293;291;1482052080;1482052080;3;4;6;5
291;287;1482052080;1482052080;3;4;7;5
287;297;1482052080;1482052080;3;4;8;5
297;299;1482052080;1482052140;3;4;9;5
299;301;1482052140;1482052140;3;4;10;5
301;303;1482052140;1482052200;3;4;11;5
303;305;1482052200;1482052200;3;4;12;5
305;307;1482052200;1482052260;3;4;13;5
307;309;1482052260;1482052260;3;4;14;5
309;285;1482052260;1482052320;3;4;15;5
285;313;1482052320;1482052380;3;4;16;5
313;311;1482052380;1482052440;3;4;17;5
311;279;1482052440;1482052500;3;4;18;5
279;277;1482052500;1482052560;3;4;19;5
277;275;1482052560;1482052620;3;4;20;5
275;273;1482052620;1482052620;3;4;21;5
273;203;1482052620;1482052620;3;4;22;5
203;201;1482052620;1482052620;3;4;23;5
201;140;1482052620;1482052740;3;4;24;5
140;119;1482052740;1482052800;3;4;25;5
119;117;1482052800;1482052800;3;4;26;5
117;115;1482052800;1482052860;3;4;27;5
115;344;1482052860;1482052920;3;4;28;5
344;75;1482052920;1482052920;3;4;29;5
75;49;1482052920;1482052980;3;4;30;5
49;51;1482052980;1482053040;3;4;31;5
51;1;1482053040;1482053160;3;4;32;5
314;263;1481978400;1481978460;3;5;1;36
263;265;1481978460;1481978520;3;5;2;36
265;289;1481978520;1481978520;3;5;3;36
289;210;1481978520;1481978580;3;5;4;36
210;208;1481978580;1481978640;3;5;5;36
208;206;1481978640;1481978640;3;5;6;36
206;203;1481978640;1481978700;3;5;7;36
203;201;1481978700;1481978760;3;5;8;36
201;140;1481978760;1481978880;3;5;9;36
140;119;1481978880;1481978940;3;5;10;36
119;117;1481978940;1481979000;3;5;11;36
117;115;1481979000;1481979000;3;5;12;36
115;344;1481979000;1481979060;3;5;13;36
344;75;1481979060;1481979060;3;5;14;36
75;49;1481979060;1481979120;3;5;15;36
49;51;1481979120;1481979180;3;5;16;36
51;26;1481979180;1481979900;3;5;17;36
26;66;1481979900;1481979960;3;5;18;36
66;452;1481979960;1481980080;3;5;19;36
452;174;1481980080;1481980140;3;5;20;36
174;176;1481980140;1481980140;3;5;21;36
176;413;1481980140;1481980200;3;5;22;36
413;242;1481980200;1481980260;3;5;23;36
242;376;1481980260;1481980260;3;5;24;36
376;162;1481980260;1481980320;3;5;25;36
162;187;1481980320;1481980440;3;5;26;36
187;184;1481980440;1481980620;3;5;27;36
184;183;1481980620;1481980680;3;5;28;36
183;182;1481980680;1481980740;3;5;29;36
182;181;1481980740;1481980800;3;5;30;36
181;180;1481980800;1481980860;3;5;31;36
314;263;1482064800;1482064860;3;5;1;36
263;265;1482064860;1482064920;3;5;2;36
265;289;1482064920;1482064920;3;5;3;36
289;210;1482064920;1482064980;3;5;4;36
210;208;1482064980;1482065040;3;5;5;36
208;206;1482065040;1482065040;3;5;6;36
206;203;1482065040;1482065100;3;5;7;36
203;201;1482065100;1482065160;3;5;8;36
201;140;1482065160;1482065280;3;5;9;36
140;119;1482065280;1482065340;3;5;10;36
119;117;1482065340;1482065400;3;5;11;36
117;115;1482065400;1482065400;3;5;12;36
115;344;1482065400;1482065460;3;5;13;36
344;75;1482065460;1482065460;3;5;14;36
75;49;1482065460;1482065520;3;5;15;36
49;51;1482065520;1482065580;3;5;16;36
51;26;1482065580;1482066300;3;5;17;36
26;66;1482066300;1482066360;3;5;18;36
66;452;1482066360;1482066480;3;5;19;36
452;174;1482066480;1482066540;3;5;20;36
174;176;1482066540;1482066540;3;5;21;36
176;413;1482066540;1482066600;3;5;22;36
413;242;1482066600;1482066660;3;5;23;36
242;376;1482066660;1482066660;3;5;24;36
376;162;1482066660;1482066720;3;5;25;36
162;187;1482066720;1482066840;3;5;26;36
187;184;1482066840;1482067020;3;5;27;36
184;183;1482067020;1482067080;3;5;28;36
183;182;1482067080;1482067140;3;5;29;36
182;181;1482067140;1482067200;3;5;30;36
181;180;1482067200;1482067260;3;5;31;36
6;50;1481534100;1481534160;3;6;1;7
50;7;1481534160;1481534220;3;6;2;7
7;74;1481534220;1481534220;3;6;3;7
74;76;1481534220;1481534280;3;6;4;7
76;78;1481534280;1481534340;3;6;5;7
78;82;1481534340;1481534400;3;6;6;7
82;84;1481534400;1481534400;3;6;7;7
84;86;1481534400;1481534460;3;6;8;7
86;211;1481534460;1481534520;3;6;9;7
211;213;1481534520;1481534520;3;6;10;7
213;185;1481534520;1481534640;3;6;11;7
185;215;1481534640;1481534700;3;6;12;7
215;400;1481534700;1481534700;3;6;13;7
400;217;1481534700;1481534760;3;6;14;7
217;219;1481534760;1481534820;3;6;15;7
219;221;1481534820;1481534820;3;6;16;7
221;223;1481534820;1481534880;3;6;17;7
223;225;1481534880;1481534940;3;6;18;7
225;227;1481534940;1481535060;3;6;19;7
227;230;1481535060;1481535060;3;6;20;7
230;231;1481535060;1481535120;3;6;21;7
231;233;1481535120;1481535240;3;6;22;7
6;50;1481620500;1481620560;3;6;1;7
50;7;1481620560;1481620620;3;6;2;7
7;74;1481620620;1481620620;3;6;3;7
74;76;1481620620;1481620680;3;6;4;7
76;78;1481620680;1481620740;3;6;5;7
78;82;1481620740;1481620800;3;6;6;7
82;84;1481620800;1481620800;3;6;7;7
84;86;1481620800;1481620860;3;6;8;7
86;211;1481620860;1481620920;3;6;9;7
211;213;1481620920;1481620920;3;6;10;7
213;185;1481620920;1481621040;3;6;11;7
185;215;1481621040;1481621100;3;6;12;7
215;400;1481621100;1481621100;3;6;13;7
400;217;1481621100;1481621160;3;6;14;7
217;219;1481621160;1481621220;3;6;15;7
219;221;1481621220;1481621220;3;6;16;7
221;223;1481621220;1481621280;3;6;17;7
223;225;1481621280;1481621340;3;6;18;7
225;227;1481621340;1481621460;3;6;19;7
227;230;1481621460;1481621460;3;6;20;7
230;231;1481621460;1481621520;3;6;21;7
231;233;1481621520;1481621640;3;6;22;7
6;50;1481706900;1481706960;3;6;1;7
50;7;1481706960;1481707020;3;6;2;7
7;74;1481707020;1481707020;3;6;3;7
74;76;1481707020;1481707080;3;6;4;7
76;78;1481707080;1481707140;3;6;5;7
78;82;1481707140;1481707200;3;6;6;7
82;84;1481707200;1481707200;3;6;7;7
84;86;1481707200;1481707260;3;6;8;7
86;211;1481707260;1481707320;3;6;9;7
211;213;1481707320;1481707320;3;6;10;7
213;185;1481707320;1481707440;3;6;11;7
185;215;1481707440;1481707500;3;6;12;7
215;400;1481707500;1481707500;3;6;13;7
400;217;1481707500;1481707560;3;6;14;7
217;219;1481707560;1481707620;3;6;15;7
219;221;1481707620;1481707620;3;6;16;7
221;223;1481707620;1481707680;3;6;17;7
223;225;1481707680;1481707740;3;6;18;7
225;227;1481707740;1481707860;3;6;19;7
227;230;1481707860;1481707860;3;6;20;7
230;231;1481707860;1481707920;3;6;21;7
231;233;1481707920;1481708040;3;6;22;7
6;50;1481793300;1481793360;3;6;1;7
50;7;1481793360;1481793420;3;6;2;7
7;74;1481793420;1481793420;3;6;3;7
74;76;1481793420;1481793480;3;6;4;7
76;78;1481793480;1481793540;3;6;5;7
78;82;1481793540;1481793600;3;6;6;7
82;84;1481793600;1481793600;3;6;7;7
84;86;1481793600;1481793660;3;6;8;7
86;211;1481793660;1481793720;3;6;9;7
211;213;1481793720;1481793720;3;6;10;7
213;185;1481793720;1481793840;3;6;11;7
185;215;1481793840;1481793900;3;6;12;7
215;400;1481793900;1481793900;3;6;13;7
400;217;1481793900;1481793960;3;6;14;7
217;219;1481793960;1481794020;3;6;15;7
219;221;1481794020;1481794020;3;6;16;7
221;223;1481794020;1481794080;3;6;17;7
223;225;1481794080;1481794140;3;6;18;7
225;227;1481794140;1481794260;3;6;19;7
227;230;1481794260;1481794260;3;6;20;7
230;231;1481794260;1481794320;3;6;21;7
231;233;1481794320;1481794440;3;6;22;7
6;50;1481879700;1481879760;3;6;1;7
50;7;1481879760;1481879820;3;6;2;7
7;74;1481879820;1481879820;3;6;3;7
74;76;1481879820;1481879880;3;6;4;7
76;78;1481879880;1481879940;3;6;5;7
78;82;1481879940;1481880000;3;6;6;7
82;84;1481880000;1481880000;3;6;7;7
84;86;1481880000;1481880060;3;6;8;7
86;211;1481880060;1481880120;3;6;9;7
211;213;1481880120;1481880120;3;6;10;7
213;185;1481880120;1481880240;3;6;11;7
185;215;1481880240;1481880300;3;6;12;7
215;400;1481880300;1481880300;3;6;13;7
400;217;1481880300;1481880360;3;6;14;7
217;219;1481880360;1481880420;3;6;15;7
219;221;1481880420;1481880420;3;6;16;7
221;223;1481880420;1481880480;3;6;17;7
223;225;1481880480;1481880540;3;6;18;7
225;227;1481880540;1481880660;3;6;19;7
227;230;1481880660;1481880660;3;6;20;7
230;231;1481880660;1481880720;3;6;21;7
231;233;1481880720;1481880840;3;6;22;7
129;130;1481553600;1481553660;3;7;1;44
130;131;1481553660;1481553720;3;7;2;44
131;132;1481553720;1481553720;3;7;3;44
132;133;1481553720;1481553780;3;7;4;44
133;134;1481553780;1481553780;3;7;5;44
134;135;1481553780;1481553840;3;7;6;44
135;136;1481553840;1481553900;3;7;7;44
136;137;1481553900;1481553900;3;7;8;44
137;138;1481553900;1481553960;3;7;9;44
138;128;1481553960;1481553960;3;7;10;44
128;126;1481553960;1481554020;3;7;11;44
126;124;1481554020;1481554020;3;7;12;44
124;121;1481554020;1481554140;3;7;13;44
121;139;1481554140;1481554140;3;7;14;44
139;199;1481554140;1481554260;3;7;15;44
199;196;1481554260;1481554320;3;7;16;44
196;16;1481554320;1481554380;3;7;17;44
16;194;1481554380;1481554440;3;7;18;44
194;192;1481554440;1481554440;3;7;19;44
192;25;1481554440;1481555100;3;7;20;44
25;27;1481555100;1481555100;3;7;21;44
27;29;1481555100;1481555160;3;7;22;44
29;31;1481555160;1481555160;3;7;23;44
31;34;1481555160;1481555220;3;7;24;44
34;32;1481555220;1481555220;3;7;25;44
32;147;1481555220;1481555280;3;7;26;44
147;35;1481555280;1481555280;3;7;27;44
35;149;1481555280;1481555340;3;7;28;44
149;151;1481555340;1481555340;3;7;29;44
151;152;1481555340;1481555400;3;7;30;44
152;100;1481555400;1481555460;3;7;31;44
100;102;1481555460;1481555460;3;7;32;44
102;104;1481555460;1481555520;3;7;33;44
104;106;1481555520;1481555580;3;7;34;44
106;109;1481555580;1481555640;3;7;35;44
109;111;1481555640;1481555640;3;7;36;44
111;113;1481555640;1481555700;3;7;37;44
129;130;1481640000;1481640060;3;7;1;44
130;131;1481640060;1481640120;3;7;2;44
131;132;1481640120;1481640120;3;7;3;44
132;133;1481640120;1481640180;3;7;4;44
133;134;1481640180;1481640180;3;7;5;44
134;135;1481640180;1481640240;3;7;6;44
135;136;1481640240;1481640300;3;7;7;44
136;137;1481640300;1481640300;3;7;8;44
137;138;1481640300;1481640360;3;7;9;44
138;128;1481640360;1481640360;3;7;10;44
128;126;1481640360;1481640420;3;7;11;44
126;124;1481640420;1481640420;3;7;12;44
124;121;1481640420;1481640540;3;7;13;44
121;139;1481640540;1481640540;3;7;14;44
139;199;1481640540;1481640660;3;7;15;44
199;196;1481640660;1481640720;3;7;16;44
196;16;1481640720;1481640780;3;7;17;44
16;194;1481640780;1481640840;3;7;18;44
194;192;1481640840;1481640840;3;7;19;44
192;25;1481640840;1481641500;3;7;20;44
25;27;1481641500;1481641500;3;7;21;44
27;29;1481641500;1481641560;3;7;22;44
29;31;1481641560;1481641560;3;7;23;44
31;34;1481641560;1481641620;3;7;24;44
34;32;1481641620;1481641620;3;7;25;44
32;147;1481641620;1481641680;3;7;26;44
147;35;1481641680;1481641680;3;7;27;44
35;149;1481641680;1481641740;3;7;28;44
149;151;1481641740;1481641740;3;7;29;44
151;152;1481641740;1481641800;3;7;30;44
152;100;1481641800;1481641860;3;7;31;44
100;102;1481641860;1481641860;3;7;32;44
102;104;1481641860;1481641920;3;7;33;44
104;106;1481641920;1481641980;3;7;34;44
106;109;1481641980;1481642040;3;7;35;44
109;111;1481642040;1481642040;3;7;36;44
111;113;1481642040;1481642100;3;7;37;44
129;130;1481726400;1481726460;3;7;1;44
130;131;1481726460;1481726520;3;7;2;44
131;132;1481726520;1481726520;3;7;3;44
132;133;1481726520;1481726580;3;7;4;44
133;134;1481726580;1481726580;3;7;5;44
134;135;1481726580;1481726640;3;7;6;44
135;136;1481726640;1481726700;3;7;7;44
136;137;1481726700;1481726700;3;7;8;44
137;138;1481726700;1481726760;3;7;9;44
138;128;1481726760;1481726760;3;7;10;44
128;126;1481726760;1481726820;3;7;11;44
126;124;1481726820;1481726820;3;7;12;44
124;121;1481726820;1481726940;3;7;13;44
121;139;1481726940;1481726940;3;7;14;44
139;199;1481726940;1481727060;3;7;15;44
199;196;1481727060;1481727120;3;7;16;44
196;16;1481727120;1481727180;3;7;17;44
16;194;1481727180;1481727240;3;7;18;44
194;192;1481727240;1481727240;3;7;19;44
192;25;1481727240;1481727900;3;7;20;44
25;27;1481727900;1481727900;3;7;21;44
27;29;1481727900;1481727960;3;7;22;44
29;31;1481727960;1481727960;3;7;23;44
31;34;1481727960;1481728020;3;7;24;44
34;32;1481728020;1481728020;3;7;25;44
32;147;1481728020;1481728080;3;7;26;44
147;35;1481728080;1481728080;3;7;27;44
35;149;1481728080;1481728140;3;7;28;44
149;151;1481728140;1481728140;3;7;29;44
151;152;1481728140;1481728200;3;7;30;44
152;100;1481728200;1481728260;3;7;31;44
100;102;1481728260;1481728260;3;7;32;44
102;104;1481728260;1481728320;3;7;33;44
104;106;1481728320;1481728380;3;7;34;44
106;109;1481728380;1481728440;3;7;35;44
109;111;1481728440;1481728440;3;7;36;44
111;113;1481728440;1481728500;3;7;37;44
129;130;1481812800;1481812860;3;7;1;44
130;131;1481812860;1481812920;3;7;2;44
131;132;1481812920;1481812920;3;7;3;44
132;133;1481812920;1481812980;3;7;4;44
133;134;1481812980;1481812980;3;7;5;44
134;135;1481812980;1481813040;3;7;6;44
135;136;1481813040;1481813100;3;7;7;44
136;137;1481813100;1481813100;3;7;8;44
137;138;1481813100;1481813160;3;7;9;44
138;128;1481813160;1481813160;3;7;10;44
128;126;1481813160;1481813220;3;7;11;44
126;124;1481813220;1481813220;3;7;12;44
124;121;1481813220;1481813340;3;7;13;44
121;139;1481813340;1481813340;3;7;14;44
139;199;1481813340;1481813460;3;7;15;44
199;196;1481813460;1481813520;3;7;16;44
196;16;1481813520;1481813580;3;7;17;44
16;194;1481813580;1481813640;3;7;18;44
194;192;1481813640;1481813640;3;7;19;44
192;25;1481813640;1481814300;3;7;20;44
25;27;1481814300;1481814300;3;7;21;44
27;29;1481814300;1481814360;3;7;22;44
29;31;1481814360;1481814360;3;7;23;44
31;34;1481814360;1481814420;3;7;24;44
34;32;1481814420;1481814420;3;7;25;44
32;147;1481814420;1481814480;3;7;26;44
147;35;1481814480;1481814480;3;7;27;44
35;149;1481814480;1481814540;3;7;28;44
149;151;1481814540;1481814540;3;7;29;44
151;152;1481814540;1481814600;3;7;30;44
152;100;1481814600;1481814660;3;7;31;44
100;102;1481814660;1481814660;3;7;32;44
102;104;1481814660;1481814720;3;7;33;44
104;106;1481814720;1481814780;3;7;34;44
106;109;1481814780;1481814840;3;7;35;44
109;111;1481814840;1481814840;3;7;36;44
111;113;1481814840;1481814900;3;7;37;44
129;130;1481899200;1481899260;3;7;1;44
